snapshot_date;homeid;servco_id;contract_account;status;activation_date;disconnect_date;active_flag;bandwidth_mbps
2025-01-31 0:00:00;HPQ4MPV6;104;CAI00EGF;ACTIVE;2025-01-31 0:00:00;2025-11-30 0:00:00;1;200
2025-01-31 0:00:00;HPM9BCOE;103;CASH4LN7;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPXQ2U9F;104;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPC45TFF;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPM37C5Q;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP07TRH1;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPT1T1KJ;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPS3HSZU;105;CA7QZIMB;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPW04G37;105;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP4PAWWS;101;CAMTEHCM;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HP61X0UY;102;CAZHHF92;ACTIVE;2025-01-31 0:00:00;2025-05-31 0:00:00;1;100
2025-01-31 0:00:00;HPGWW10U;104;CAFFYIBR;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HP6ZZGMF;101;CATG9HGO;ACTIVE;2025-01-31 0:00:00;2025-10-31 0:00:00;1;50
2025-01-31 0:00:00;HPXK6IJL;101;CAYGYSU8;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPZJ0QKS;101;CAXDUSB2;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPEXPFD0;102;CAZ7IDOL;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HP6J4MG5;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPJUKMU1;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPR5S105;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPXAAE8P;104;CA17EW85;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPO2G10J;104;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPX1CV3B;105;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPJYDS4S;103;CA51VVCW;ACTIVE;2025-01-31 0:00:00;2025-08-31 0:00:00;1;20
2025-01-31 0:00:00;HPT228R9;104;CA7UTDVX;ACTIVE;2025-01-31 0:00:00;2025-08-31 0:00:00;1;50
2025-01-31 0:00:00;HPIF93QZ;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPAF1DJ6;103;CADAB14J;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HP4B8PS3;101;CAJMWFZZ;ACTIVE;2025-01-31 0:00:00;2025-03-31 0:00:00;1;100
2025-01-31 0:00:00;HPBHYKAW;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPLIZLF1;102;CA58QJCX;ACTIVE;2025-01-31 0:00:00;2025-10-31 0:00:00;1;20
2025-01-31 0:00:00;HPLFISJE;103;CADT1PRU;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HP50RBB7;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP8UUSFT;105;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPV3QJY0;101;CATCXZ37;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPETL447;104;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPP1TE8Y;105;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP171FB2;105;CABVMF7A;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPMC4R4N;105;CAWHDOH6;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPOJW8YJ;105;CAZDDY5W;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HP7M8W6S;104;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPUW7SG1;103;CACPOC3L;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HP5KRVIV;102;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPADLHB3;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPU1PA7Z;105;CACEEJL1;ACTIVE;2025-01-31 0:00:00;2025-12-31 0:00:00;1;100
2025-01-31 0:00:00;HP6YUBF1;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPHX6I4A;103;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP4OCW6T;104;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPVQB9YO;103;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPIA0MAB;105;CA4IJ88W;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPX8AO9I;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPIYRRLA;103;CAY24CF8;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPQTTARN;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP48II4B;102;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPMZXFP3;104;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPRMIVPI;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP26NH8M;101;CAWVU1FK;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HP2E6R4Y;101;CA6T22J0;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPGYHLUN;102;CAQIA2F9;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPZFKQM0;102;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPVQMZ5A;102;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPSFBS23;102;CAS27Y0X;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPBR07BN;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP3JN8JT;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPK7LCMJ;104;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPBOW6OU;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPAAIQ1P;102;CAP3BW8C;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HPNM5GMR;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPEUH4Z0;105;CA62ADZS;ACTIVE;2025-01-31 0:00:00;2025-04-30 0:00:00;1;50
2025-01-31 0:00:00;HPKNRBE3;104;CAFS93MB;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HP10N52P;102;CAPDLNKE;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPKNU3YZ;105;CAUWTRSM;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HP3N6M03;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP4W6CW4;102;CAYRKUYE;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HP9DZTZO;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPKDT13C;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPLB1JC7;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPCHHB5T;105;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPAQVUMK;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPCDPU5A;103;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPLCPJHC;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPM8XS65;102;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPTZQPRS;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPW4RILZ;102;CA5VCIKD;ACTIVE;2025-01-31 0:00:00;2025-02-28 0:00:00;1;200
2025-01-31 0:00:00;HPOOA3RM;102;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP4HPI60;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPNE3VZU;104;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP1S8YS8;105;CAVA589H;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HP0EW4L1;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPDZIDOG;104;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPQQ70VG;105;CA2FJC9S;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPRM1SLQ;105;CA6M9B4Z;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPR8HO4T;105;CA9GGXKB;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPDZFN7M;101;CAYS2EFH;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPAKYUHC;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP5JT98B;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPN76DFX;103;CAGBJH7Y;ACTIVE;2025-01-31 0:00:00;2025-05-31 0:00:00;1;20
2025-01-31 0:00:00;HPUKHTMI;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPCR93FN;101;CA4BX266;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPQV19SX;104;CAYXS9UK;ACTIVE;2025-01-31 0:00:00;2025-06-30 0:00:00;1;200
2025-01-31 0:00:00;HP9OEFG2;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPMP0ULW;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPAJJQD6;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPKH6WK0;101;CACJKCVD;ACTIVE;2025-01-31 0:00:00;2025-06-30 0:00:00;1;20
2025-01-31 0:00:00;HPW37WSX;105;CAAEG5BS;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HP6N8CLZ;105;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPUAMRNQ;103;CAK0VWJ0;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HPRAC1CQ;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP9DXCV4;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPTBUJPF;101;CAO1RUMT;ACTIVE;2025-01-31 0:00:00;2025-03-31 0:00:00;1;200
2025-01-31 0:00:00;HPGC7DN9;101;CA6OH5WX;ACTIVE;2025-01-31 0:00:00;2025-08-31 0:00:00;1;50
2025-01-31 0:00:00;HPTANV8S;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP7CZTPW;102;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPCIEI54;104;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP6F3O55;102;CAXZNV23;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPMK8D1D;102;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPUH51CG;105;CAARKHC3;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HP4R7NT6;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPKG0L57;101;;INACTIVE;;;0;20
